sample_id,operation,duration_us
CRYPTO-00758,ed25519_verify,119
CRYPTO-00759,ed25519_verify,111
CRYPTO-00760,ed25519_verify,92
CRYPTO-00761,ed25519_verify,87
CRYPTO-00762,ed25519_verify,118
CRYPTO-00763,ed25519_verify,77
CRYPTO-00764,ed25519_verify,86
CRYPTO-00765,ed25519_verify,94
CRYPTO-00766,ed25519_verify,106
CRYPTO-00767,ed25519_verify,99
CRYPTO-00768,ed25519_verify,113
CRYPTO-00769,ed25519_verify,85
CRYPTO-00770,ed25519_verify,93
CRYPTO-00771,ed25519_verify,90
CRYPTO-00772,ed25519_verify,89
CRYPTO-00773,ed25519_verify,142
CRYPTO-00774,ed25519_verify,110
CRYPTO-00775,ed25519_verify,117
CRYPTO-00776,ed25519_verify,96
CRYPTO-00777,ed25519_verify,126
CRYPTO-00778,ed25519_verify,115
CRYPTO-00779,ed25519_verify,116
CRYPTO-00780,ed25519_verify,97
CRYPTO-00781,ed25519_verify,92
CRYPTO-00782,ed25519_verify,95
CRYPTO-00783,ed25519_verify,97
CRYPTO-00784,ed25519_verify,65
CRYPTO-00785,ed25519_verify,92
CRYPTO-00786,ed25519_verify,91
CRYPTO-00787,ed25519_verify,89
CRYPTO-00788,ed25519_verify,93
CRYPTO-00789,ed25519_verify,119
CRYPTO-00790,ed25519_verify,108
CRYPTO-00791,ed25519_verify,131
CRYPTO-00792,ed25519_verify,95
CRYPTO-00793,ed25519_verify,96
CRYPTO-00794,ed25519_verify,89
CRYPTO-00795,ed25519_verify,135
CRYPTO-00796,ed25519_verify,99
CRYPTO-00797,ed25519_verify,80
CRYPTO-00798,ed25519_verify,86
CRYPTO-00799,ed25519_verify,108
CRYPTO-00800,ed25519_verify,109
CRYPTO-00801,ed25519_verify,126
CRYPTO-00802,ed25519_verify,98
CRYPTO-00803,ed25519_verify,118
CRYPTO-00804,ed25519_verify,103
CRYPTO-00805,ed25519_verify,140
CRYPTO-00806,ed25519_verify,81
CRYPTO-00807,ed25519_verify,81
CRYPTO-00808,ed25519_verify,120
CRYPTO-00809,ed25519_verify,64
CRYPTO-00810,ed25519_verify,122
CRYPTO-00811,ed25519_verify,73
CRYPTO-00812,ed25519_verify,115
CRYPTO-00813,ed25519_verify,83
CRYPTO-00814,ed25519_verify,132
CRYPTO-00815,ed25519_verify,94
CRYPTO-00816,ed25519_verify,132
CRYPTO-00817,ed25519_verify,88
CRYPTO-00818,ed25519_verify,123
CRYPTO-00819,ed25519_verify,101
CRYPTO-00820,ed25519_verify,115
CRYPTO-00821,ed25519_verify,97
CRYPTO-00822,ed25519_verify,97
CRYPTO-00823,ed25519_verify,119
CRYPTO-00824,ed25519_verify,81
CRYPTO-00825,ed25519_verify,131
CRYPTO-00826,ed25519_verify,71
CRYPTO-00827,ed25519_verify,89
CRYPTO-00828,ed25519_verify,94
CRYPTO-00829,ed25519_verify,79
CRYPTO-00830,ed25519_verify,122
CRYPTO-00831,ed25519_verify,101
CRYPTO-00832,ed25519_verify,102
CRYPTO-00833,ed25519_verify,136
CRYPTO-00834,ed25519_verify,88
CRYPTO-00835,ed25519_verify,109
CRYPTO-00836,ed25519_verify,108
CRYPTO-00837,ed25519_verify,78
CRYPTO-00838,ed25519_verify,128
CRYPTO-00839,ed25519_verify,94
CRYPTO-00840,ed25519_verify,114
CRYPTO-00841,ed25519_verify,120
CRYPTO-00842,ed25519_verify,108
CRYPTO-00843,ed25519_verify,106
CRYPTO-00844,ed25519_verify,130
CRYPTO-00845,ed25519_verify,93
CRYPTO-00846,ed25519_verify,132
CRYPTO-00847,ed25519_verify,103
CRYPTO-00848,ed25519_verify,103
CRYPTO-00849,ed25519_verify,146
CRYPTO-00850,ed25519_verify,84
CRYPTO-00851,ed25519_verify,110
CRYPTO-00852,ed25519_verify,79
CRYPTO-00853,ed25519_verify,77
CRYPTO-00854,ed25519_verify,114
CRYPTO-00855,ed25519_verify,85
CRYPTO-00856,ed25519_verify,130
CRYPTO-00857,ed25519_verify,128
CRYPTO-00858,ed25519_verify,121
CRYPTO-00859,ed25519_verify,121
CRYPTO-00860,ed25519_verify,114
CRYPTO-00861,ed25519_verify,127
CRYPTO-00862,ed25519_verify,134
CRYPTO-00863,ed25519_verify,93
CRYPTO-00864,ed25519_verify,94
CRYPTO-00865,ed25519_verify,117
CRYPTO-00866,ed25519_verify,117
CRYPTO-00867,ed25519_verify,116
CRYPTO-00868,ed25519_verify,98
CRYPTO-00869,ed25519_verify,146
CRYPTO-00870,ed25519_verify,101
CRYPTO-00871,ed25519_verify,79
CRYPTO-00872,ed25519_verify,98
CRYPTO-00873,ed25519_verify,106
CRYPTO-00874,ed25519_verify,99
CRYPTO-00875,ed25519_verify,85
CRYPTO-00876,ed25519_verify,97
CRYPTO-00877,ed25519_verify,96
CRYPTO-00878,ed25519_verify,124
CRYPTO-00879,ed25519_verify,103
CRYPTO-00880,ed25519_verify,74
CRYPTO-00881,ed25519_verify,96
CRYPTO-00882,ed25519_verify,124
CRYPTO-00883,ed25519_verify,121
CRYPTO-00884,ed25519_verify,96
CRYPTO-00885,ed25519_verify,84
CRYPTO-00886,ed25519_verify,89
CRYPTO-00887,ed25519_verify,80
CRYPTO-00888,ed25519_verify,89
CRYPTO-00889,ed25519_verify,88
CRYPTO-00890,ed25519_verify,72
CRYPTO-00891,ed25519_verify,68
CRYPTO-00892,ed25519_verify,112
CRYPTO-00893,ed25519_verify,129
CRYPTO-00894,ed25519_verify,126
CRYPTO-00895,ed25519_verify,108
CRYPTO-00896,ed25519_verify,150
CRYPTO-00897,ed25519_verify,91
CRYPTO-00898,ed25519_verify,107
CRYPTO-00899,ed25519_verify,76
CRYPTO-00900,ed25519_verify,97
